provider,category,uuid,dimension_a,dimension_b,price,weight,material,finishing,palette,main_color,main_color_frequency,img_info_percentage
made,sofa,e0aefea1-9aa9-4521-8b42-f11fa3491afb,8.84,13.42,47.41,1.41,marble,matt,"[array([5.5e+01, 5.5e+01, 5.5e+01, 4.0e-02]), array([117.  , 117.  , 117.  ,   0.51]), array([143. , 143. , 143. ,   0.2]), array([2.00e+02, 1.99e+02, 1.99e+02, 1.10e-01]), array([2.43e+02, 2.43e+02, 2.43e+02, 1.40e-01])]",[117. 117. 117.],0.51,0.996
made,sofa,d4c01aca-3bb9-4eb4-8227-ef072b50cc04,12.39,19.56,43.98,0.92,porcelain,gloss,"[array([8.2e+01, 3.3e+01, 1.9e+01, 8.0e-02]), array([147.  ,  60.  ,  38.  ,   0.18]), array([186.  ,  80.  ,  47.  ,   0.31]), array([2.15e+02, 1.25e+02, 9.00e+01, 1.40e-01]), array([238.  , 236.  , 236.  ,   0.28])]",[186.  80.  47.],0.31,0.998
made,sofa,56172524-afd0-49e3-9b11-7e1b224c3a55,23.36,31.18,26.55,1.51,marble,matt,"[array([152.  , 111.  , 104.  ,   0.33]), array([171.  , 133.  , 125.  ,   0.21]), array([1.86e+02, 1.55e+02, 1.49e+02, 1.50e-01]), array([2.20e+02, 2.17e+02, 2.17e+02, 1.00e-01]), array([2.46e+02, 2.46e+02, 2.46e+02, 2.10e-01])]",[152. 111. 104.],0.33,0.995
made,sofa,2ad348e6-f8a8-441b-9a0e-b8a3f977a0a9,33.12,18.6,34.76,1.48,ceramic,gloss,"[array([ 1.  , 12.  , 22.  ,  0.15]), array([ 5.  , 38.  , 54.  ,  0.41]), array([37.  , 70.  , 89.  ,  0.12]), array([1.75e+02, 1.77e+02, 1.78e+02, 8.00e-02]), array([2.45e+02, 2.45e+02, 2.45e+02, 2.40e-01])]",[ 5. 38. 54.],0.41,0.997
made,sofa,2d99add4-b5f6-4ed8-bacc-21417114e577,6.16,15.46,31.26,0.34,glass,gloss,"[array([9.3e+01, 6.2e+01, 4.1e+01, 5.0e-02]), array([1.95e+02, 1.35e+02, 4.20e+01, 1.60e-01]), array([215. , 157. ,  58. ,   0.6]), array([2.27e+02, 1.77e+02, 8.80e+01, 1.40e-01]), array([2.45e+02, 2.36e+02, 2.20e+02, 5.00e-02])]",[215. 157.  58.],0.6,0.993
made,sofa,0188d60e-1e0f-4098-ad67-4a2dfe64da8b,25.76,19.99,42.69,0.86,glass,gloss,"[array([7.9e+01, 7.6e+01, 7.8e+01, 4.0e-02]), array([1.38e+02, 1.45e+02, 1.48e+02, 1.00e-01]), array([167.  , 173.  , 175.  ,   0.32]), array([191.  , 195.  , 197.  ,   0.24]), array([230.  , 230.  , 230.  ,   0.31])]",[167. 173. 175.],0.32,0.998
made,sofa,aa31d294-76c2-48dd-ad3f-2a807f33c9c1,38.29,23.76,41.75,0.23,quartz,matt,"[array([3.8e+01, 4.7e+01, 5.1e+01, 4.0e-02]), array([55.  , 72.  , 78.  ,  0.59]), array([ 83. ,  98. , 105. ,   0.2]), array([1.53e+02, 1.57e+02, 1.58e+02, 3.00e-02]), array([2.43e+02, 2.44e+02, 2.44e+02, 1.40e-01])]",[55. 72. 78.],0.59,0.996
made,sofa,d744bee6-e1eb-48d1-9ab4-80e9413695f9,22.81,16.4,21.87,0.69,glass,matt,"[array([66.  , 55.  ,  3.  ,  0.31]), array([91.  , 81.  , 10.  ,  0.38]), array([1.35e+02, 1.26e+02, 5.80e+01, 6.00e-02]), array([1.88e+02, 1.88e+02, 1.85e+02, 1.20e-01]), array([2.41e+02, 2.41e+02, 2.40e+02, 1.20e-01])]",[91. 81. 10.],0.38,0.997
made,sofa,f6f57b10-671f-4782-9666-aa2fd270d240,32.74,23.08,32.35,0.67,stone,gloss,"[array([19.  , 31.  , 21.  ,  0.24]), array([47.  , 67.  , 51.  ,  0.37]), array([1.17e+02, 1.22e+02, 1.18e+02, 3.00e-02]), array([1.90e+02, 1.91e+02, 1.90e+02, 3.00e-02]), array([233.  , 233.  , 233.  ,   0.33])]",[47. 67. 51.],0.37,0.997
made,sofa,60ff4186-9adc-494f-b567-86dd2a09e1f8,13.3,31.23,28.93,0.9,stone,matt,"[array([41.  , 38.  , 36.  ,  0.19]), array([77.  , 69.  , 64.  ,  0.16]), array([112.  ,  97.  ,  90.  ,   0.39]), array([1.91e+02, 1.90e+02, 1.90e+02, 3.00e-02]), array([230.  , 230.  , 230.  ,   0.23])]",[112.  97.  90.],0.39,0.997
made,sofa,d40b79b3-8fa3-4588-8a80-5cd67a87c790,34.23,39.1,19.01,0.98,wood,gloss,"[array([10. , 36. , 42. ,  0.4]), array([29.  , 55.  , 62.  ,  0.27]), array([57. , 81. , 88. ,  0.1]), array([1.75e+02, 1.76e+02, 1.77e+02, 1.20e-01]), array([2.35e+02, 2.35e+02, 2.35e+02, 1.10e-01])]",[10. 36. 42.],0.4,0.997
made,sofa,e32c473d-188d-411c-82f4-8ea110f4a65a,22.81,18.11,37.7,0.52,ceramic,gloss,"[array([92.  , 84.  , 79.  ,  0.25]), array([1.17e+02, 1.10e+02, 1.06e+02, 6.00e-02]), array([1.78e+02, 1.75e+02, 1.71e+02, 5.00e-02]), array([229.  , 229.  , 229.  ,   0.45]), array([2.46e+02, 2.46e+02, 2.46e+02, 1.90e-01])]",[229. 229. 229.],0.45,0.997
made,sofa,0dbc3b63-3a2d-443d-b606-7a8fc0e50275,12.8,23.02,1.28,0.36,ceramic,matt,"[array([1.46e+02, 1.00e+02, 9.10e+01, 8.00e-02]), array([173.  , 126.  , 118.  ,   0.43]), array([184.  , 153.  , 146.  ,   0.23]), array([2.03e+02, 1.88e+02, 1.83e+02, 1.20e-01]), array([2.45e+02, 2.45e+02, 2.44e+02, 1.40e-01])]",[173. 126. 118.],0.43,0.996
made,sofa,22623ff4-d1f9-4c94-b621-d3fea4a442c1,20.37,28.33,32.22,0.8,wood,matt,"[array([4.7e+01, 4.2e+01, 3.6e+01, 3.0e-02]), array([9.4e+01, 8.7e+01, 7.8e+01, 9.0e-02]), array([119.  , 112.  , 103.  ,   0.31]), array([139.  , 133.  , 125.  ,   0.14]), array([232.  , 232.  , 232.  ,   0.43])]",[232. 232. 232.],0.43,0.997
made,sofa,c6aba3b5-a35d-4928-858e-7477d1580233,19.3,9.85,30.72,0.21,granite,matt,"[array([39.  , 37.  , 36.  ,  0.17]), array([79.  , 75.  , 75.  ,  0.19]), array([133.  , 125.  , 125.  ,   0.15]), array([175.  , 170.  , 169.  ,   0.21]), array([213.  , 211.  , 215.  ,   0.29])]",[213. 211. 215.],0.29,0.998
made,sofa,abb63e76-7bd7-4fc7-a296-78ea38513230,10.28,22.76,54.6,1.5,quartz,matt,"[array([7.8e+01, 3.7e+01, 2.5e+01, 2.0e-02]), array([172.  ,  63.  ,  26.  ,   0.31]), array([196.  ,  89.  ,  52.  ,   0.27]), array([1.57e+02, 1.53e+02, 1.52e+02, 1.10e-01]), array([221.  , 220.  , 220.  ,   0.29])]",[172.  63.  26.],0.31,0.997
made,sofa,31af234d-e673-481b-960f-494282dcd551,34.64,25.39,40.32,0.71,granite,matt,"[array([82.  , 83.  , 82.  ,  0.11]), array([1.53e+02, 1.36e+02, 1.20e+02, 6.00e-02]), array([193.  , 187.  , 178.  ,   0.21]), array([211.  , 212.  , 214.  ,   0.47]), array([2.45e+02, 2.46e+02, 2.47e+02, 1.50e-01])]",[211. 212. 214.],0.47,0.998
made,sofa,5cb536cb-f400-4b56-b842-3bc0428a46b3,11.65,29.21,29.51,0.87,marble,gloss,"[array([64.  , 53.  , 47.  ,  0.12]), array([102.  ,  87.  ,  80.  ,   0.43]), array([123.  , 107.  ,  98.  ,   0.34]), array([1.95e+02, 1.93e+02, 1.91e+02, 2.00e-02]), array([2.46e+02, 2.46e+02, 2.46e+02, 8.00e-02])]",[102.  87.  80.],0.43,0.997
made,sofa,6eae30f2-19bb-413c-9bed-3e4ae52897a8,12.27,27.54,51.14,0.85,glass,gloss,"[array([21.  , 34.  , 47.  ,  0.37]), array([ 72.  ,  87.  , 101.  ,   0.12]), array([1.29e+02, 1.33e+02, 1.38e+02, 4.00e-02]), array([1.85e+02, 1.85e+02, 1.85e+02, 4.00e-02]), array([234.  , 234.  , 234.  ,   0.43])]",[234. 234. 234.],0.43,0.997
made,sofa,7143f670-78e2-4ac7-b0dc-814d97566194,19.12,40.36,32.69,0.22,stone,gloss,"[array([6.4e+01, 5.3e+01, 5.0e+01, 2.0e-02]), array([180.  ,  48.  ,  16.  ,   0.37]), array([200.  ,  69.  ,  37.  ,   0.25]), array([1.96e+02, 1.48e+02, 1.36e+02, 2.00e-02]), array([242.  , 241.  , 241.  ,   0.34])]",[180.  48.  16.],0.37,0.995
made,sofa,9bc34277-274e-4ef1-ab37-72f5ba55c4b4,5.4,12.11,34.89,0.31,marble,gloss,"[array([ 6.  , 37.  , 21.  ,  0.39]), array([28. , 59. , 44. ,  0.4]), array([ 82.  , 108.  ,  95.  ,   0.12]), array([1.83e+02, 1.95e+02, 1.89e+02, 2.00e-02]), array([2.49e+02, 2.50e+02, 2.49e+02, 7.00e-02])]",[28. 59. 44.],0.4,0.988
made,sofa,fa7bbf54-fc81-4a89-b9e5-1f606a241f6a,25.92,25.22,45.51,0.42,porcelain,matt,"[array([1.34e+02, 9.00e+01, 8.20e+01, 3.00e-02]), array([171.  , 123.  , 115.  ,   0.22]), array([188.  , 145.  , 137.  ,   0.52]), array([2.01e+02, 1.69e+02, 1.61e+02, 1.90e-01]), array([2.44e+02, 2.35e+02, 2.31e+02, 3.00e-02])]",[188. 145. 137.],0.52,0.991
made,sofa,28197619-e750-41ca-b1b5-9189c0c70282,32.3,20.31,34.04,0.55,granite,gloss,"[array([67.  , 94.  , 98.  ,  0.17]), array([ 83.  , 110.  , 114.  ,   0.65]), array([1.11e+02, 1.39e+02, 1.44e+02, 1.10e-01]), array([1.78e+02, 1.93e+02, 1.95e+02, 3.00e-02]), array([2.43e+02, 2.48e+02, 2.48e+02, 4.00e-02])]",[ 83. 110. 114.],0.65,0.9890000000000001
made,sofa,f798eb34-3a39-4d26-8630-6238db5bdcfe,30.52,11.19,21.17,0.45,wood,gloss,"[array([26.  , 23.  , 23.  ,  0.28]), array([70.  , 66.  , 67.  ,  0.19]), array([97. , 94. , 95. ,  0.2]), array([133.  , 129.  , 130.  ,   0.25]), array([1.92e+02, 1.95e+02, 1.96e+02, 8.00e-02])]",[26. 23. 23.],0.28,0.998
made,sofa,23957464-3544-4108-8800-0c219bc6b9d3,13.61,3.73,32.45,1.28,ceramic,matt,"[array([1.22e+02, 7.50e+01, 6.70e+01, 5.00e-02]), array([163.  , 114.  , 106.  ,   0.29]), array([185.  , 139.  , 131.  ,   0.46]), array([1.97e+02, 1.59e+02, 1.48e+02, 1.50e-01]), array([2.42e+02, 2.34e+02, 2.31e+02, 4.00e-02])]",[185. 139. 131.],0.46,0.99
made,sofa,d1dae410-334c-4ba9-acf2-9c53e48a2ca0,26.9,24.2,42.16,0.39,limestone,matt,"[array([11.  , 21.  , 31.  ,  0.11]), array([39.  , 56.  , 69.  ,  0.33]), array([58. , 76. , 90. ,  0.4]), array([ 89.  , 104.  , 115.  ,   0.12]), array([2.30e+02, 2.32e+02, 2.33e+02, 4.00e-02])]",[58. 76. 90.],0.4,0.996
made,sofa,eb78cb34-6327-4d3f-bd49-7bb10b541fec,22.92,38.03,37.91,1.9,stone,gloss,"[array([42. , 40. , 40. ,  0.2]), array([103.  ,  99.  ,  96.  ,   0.14]), array([1.71e+02, 1.64e+02, 1.59e+02, 1.70e-01]), array([215.  , 213.  , 213.  ,   0.22]), array([243.  , 243.  , 243.  ,   0.27])]",[243. 243. 243.],0.27,0.998
made,sofa,2a1406d3-a808-45a5-b86b-53c4dce364d5,25.3,14.75,10.55,0.94,porcelain,matt,"[array([31.  , 30.  , 28.  ,  0.09]), array([65.  , 63.  , 61.  ,  0.63]), array([1.59e+02, 1.58e+02, 1.57e+02, 5.00e-02]), array([2.08e+02, 2.08e+02, 2.07e+02, 6.00e-02]), array([2.48e+02, 2.48e+02, 2.48e+02, 1.70e-01])]",[65. 63. 61.],0.63,0.995
made,sofa,fcd0204a-706a-48ef-9af9-58c495b84b67,12.57,25.3,45.72,0.44,quartz,gloss,"[array([40.  , 27.  , 21.  ,  0.12]), array([82.  , 62.  , 51.  ,  0.51]), array([111.  ,  89.  ,  77.  ,   0.19]), array([1.75e+02, 1.73e+02, 1.73e+02, 9.00e-02]), array([2.41e+02, 2.41e+02, 2.40e+02, 9.00e-02])]",[82. 62. 51.],0.51,0.996
made,sofa,0264b0be-5648-4915-bd56-d7d4eda4a099,26.94,37.43,29.07,0.9,granite,matt,"[array([27.  , 58.  , 67.  ,  0.17]), array([7.20e+01, 1.04e+02, 1.12e+02, 5.00e-02]), array([1.79e+02, 1.75e+02, 1.69e+02, 4.00e-02]), array([230.  , 230.  , 230.  ,   0.47]), array([244.  , 244.  , 244.  ,   0.27])]",[230. 230. 230.],0.47,0.997
made,sofa,5b216682-77d5-4b0d-a8ba-14418301eb68,22.85,24.04,13.32,1.28,porcelain,matt,"[array([1.37e+02, 1.16e+02, 2.00e+01, 3.00e-02]), array([1.97e+02, 1.71e+02, 5.90e+01, 1.90e-01]), array([1.75e+02, 1.74e+02, 1.71e+02, 8.00e-02]), array([221.  , 195.  ,  85.  ,   0.47]), array([2.41e+02, 2.41e+02, 2.39e+02, 2.20e-01])]",[221. 195.  85.],0.47,0.997
made,sofa,8eb62263-1f16-4ebd-9fe4-b8f5e12277ba,17.93,25.43,35.38,0.1,glass,gloss,"[array([28.  , 27.  , 25.  ,  0.21]), array([52. , 51. , 50. ,  0.4]), array([1.07e+02, 1.06e+02, 1.05e+02, 9.00e-02]), array([1.89e+02, 1.89e+02, 1.89e+02, 1.10e-01]), array([2.46e+02, 2.46e+02, 2.46e+02, 1.80e-01])]",[52. 51. 50.],0.4,0.9890000000000001
made,sofa,8c72796c-1327-4bf2-b9db-486cf3cc825f,25.83,25.84,32.87,0.02,porcelain,gloss,"[array([33.  , 40.  , 45.  ,  0.06]), array([ 68.  ,  96.  , 103.  ,   0.18]), array([ 90.  , 122.  , 129.  ,   0.39]), array([132.  , 152.  , 156.  ,   0.24]), array([2.35e+02, 2.36e+02, 2.37e+02, 1.30e-01])]",[ 90. 122. 129.],0.39,0.995
made,sofa,9c279da4-68db-419d-8b76-1a521650e5e7,21.49,21.76,21.43,0.48,terracotta,matt,"[array([43.  , 64.  , 63.  ,  0.09]), array([ 87.  , 108.  , 109.  ,   0.13]), array([1.87e+02, 1.43e+02, 6.90e+01, 1.40e-01]), array([193.  , 193.  , 192.  ,   0.41]), array([2.31e+02, 2.31e+02, 2.31e+02, 2.30e-01])]",[193. 193. 192.],0.41,0.998
made,sofa,624118aa-af76-4708-b5e9-30e6b5d55b2d,20.13,14.48,29.49,1.12,porcelain,gloss,"[array([71.  , 52.  , 50.  ,  0.09]), array([105.  ,  97.  ,  92.  ,   0.18]), array([1.53e+02, 1.46e+02, 1.38e+02, 9.00e-02]), array([207. , 207. , 204. ,   0.5]), array([2.35e+02, 2.35e+02, 2.35e+02, 1.40e-01])]",[207. 207. 204.],0.5,0.998
made,sofa,d3a53407-24bf-44a9-8ec6-7a61839e77b3,31.79,16.42,14.99,0.08,porcelain,gloss,"[array([5.6e+01, 4.4e+01, 4.1e+01, 4.0e-02]), array([121.  , 114.  , 111.  ,   0.28]), array([145.  , 139.  , 136.  ,   0.43]), array([1.99e+02, 1.98e+02, 1.98e+02, 8.00e-02]), array([2.45e+02, 2.45e+02, 2.45e+02, 1.70e-01])]",[145. 139. 136.],0.43,0.996
made,sofa,465d73d8-9d60-4c98-b73f-61794c30d851,9.83,21.63,41.27,0.8,stone,matt,"[array([81.  , 73.  , 74.  ,  0.17]), array([117. , 111. , 112. ,   0.4]), array([145.  , 142.  , 143.  ,   0.18]), array([1.96e+02, 1.95e+02, 1.95e+02, 9.00e-02]), array([2.41e+02, 2.41e+02, 2.41e+02, 1.60e-01])]",[117. 111. 112.],0.4,0.996
made,sofa,9dccf1d0-75bc-4e36-9077-368d26aa00c5,32.18,22.15,28.51,1.29,granite,gloss,"[array([6.6e+01, 4.2e+01, 3.7e+01, 2.0e-02]), array([162.  , 102.  ,  91.  ,   0.45]), array([1.76e+02, 1.55e+02, 1.50e+02, 1.30e-01]), array([219.  , 194.  , 186.  ,   0.25]), array([2.43e+02, 2.42e+02, 2.42e+02, 1.40e-01])]",[162. 102.  91.],0.45,0.995
made,sofa,a944d17b-c1bf-4c35-a090-06a012d374e4,30.28,6.52,16.12,2.33,limestone,gloss,"[array([85. , 61. , 49. ,  0.3]), array([1.38e+02, 1.18e+02, 9.70e+01, 4.00e-02]), array([1.82e+02, 1.78e+02, 1.71e+02, 6.00e-02]), array([227.  , 227.  , 227.  ,   0.43]), array([2.47e+02, 2.47e+02, 2.47e+02, 1.70e-01])]",[227. 227. 227.],0.43,0.996
made,sofa,37d510f8-90a1-4cbb-a450-fe757a0a0444,11.46,23.82,27.38,1.02,limestone,gloss,"[array([3.3e+01, 2.5e+01, 2.0e+01, 3.0e-02]), array([75.  , 63.  , 55.  ,  0.24]), array([1.20e+02, 1.06e+02, 9.50e+01, 3.00e-02]), array([1.85e+02, 1.83e+02, 1.82e+02, 5.00e-02]), array([235.  , 235.  , 234.  ,   0.65])]",[235. 235. 234.],0.65,0.997
made,sofa,ead6d29b-d514-4f33-aeae-1c24a4cecf21,8.93,41.85,26.08,0.02,glass,gloss,"[array([ 6.  , 36.  , 21.  ,  0.37]), array([26.  , 57.  , 42.  ,  0.42]), array([ 80.  , 106.  ,  93.  ,   0.13]), array([1.83e+02, 1.93e+02, 1.89e+02, 2.00e-02]), array([2.48e+02, 2.50e+02, 2.50e+02, 6.00e-02])]",[26. 57. 42.],0.42,0.991
made,sofa,4227469e-2d55-409c-a003-8812c586d8ca,36.36,48.34,28.43,1.61,glass,gloss,"[array([149.  ,  63.  ,  36.  ,   0.25]), array([185.  ,  92.  ,  61.  ,   0.25]), array([1.58e+02, 1.28e+02, 1.18e+02, 5.00e-02]), array([1.88e+02, 1.85e+02, 1.83e+02, 4.00e-02]), array([234.  , 233.  , 233.  ,   0.41])]",[234. 233. 233.],0.41,0.997
made,sofa,71c67a87-f9d4-463c-a35c-8ec04a293f1d,27.54,14.96,5.39,0.69,quartz,matt,"[array([41.  , 19.  , 20.  ,  0.16]), array([72.  , 49.  , 49.  ,  0.31]), array([106.  ,  86.  ,  85.  ,   0.12]), array([1.73e+02, 1.57e+02, 1.50e+02, 7.00e-02]), array([231.  , 230.  , 230.  ,   0.35])]",[231. 230. 230.],0.35,0.997
made,sofa,11952f2a-1690-402c-a10c-f2ab86170570,23.05,48.55,36.6,0.43,granite,matt,"[array([34.  , 33.  , 27.  ,  0.22]), array([72.  , 71.  , 65.  ,  0.08]), array([1.35e+02, 1.34e+02, 1.26e+02, 1.20e-01]), array([171.  , 171.  , 160.  ,   0.36]), array([200.  , 200.  , 196.  ,   0.23])]",[171. 171. 160.],0.36,0.998
made,sofa,657a029a-a78d-47bf-981d-6e1e33d889c4,17.45,25.45,39.33,0.65,granite,gloss,"[array([39. , 40. , 38. ,  0.3]), array([9.8e+01, 9.9e+01, 9.8e+01, 3.0e-02]), array([1.76e+02, 1.76e+02, 1.76e+02, 2.00e-02]), array([231.  , 231.  , 231.  ,   0.49]), array([2.47e+02, 2.47e+02, 2.47e+02, 1.50e-01])]",[231. 231. 231.],0.49,0.997
made,sofa,62a2f1fc-88e9-41e0-8512-382df4ee7bf5,11.54,27.38,27.19,0.15,limestone,matt,"[array([6.4e+01, 6.2e+01, 6.0e+01, 4.0e-02]), array([1.21e+02, 1.19e+02, 1.16e+02, 7.00e-02]), array([175.  , 164.  , 152.  ,   0.21]), array([201.  , 197.  , 193.  ,   0.27]), array([222. , 223. , 225. ,   0.4])]",[222. 223. 225.],0.4,0.995
made,sofa,6e4a5e20-7718-4e66-8b00-98c76d1f8437,14.23,46.68,19.21,0.92,terracotta,matt,"[array([67.  , 65.  , 63.  ,  0.11]), array([126. , 120. , 115. ,   0.2]), array([177.  , 172.  , 167.  ,   0.21]), array([203.  , 203.  , 203.  ,   0.29]), array([2.36e+02, 2.36e+02, 2.36e+02, 1.80e-01])]",[203. 203. 203.],0.29,0.998
made,sofa,0730d5e3-49d0-4f98-87d7-4fc874241190,30.85,43.63,10.17,0.76,limestone,gloss,"[array([ 8. , 17. , 26. ,  0.2]), array([27.  , 41.  , 52.  ,  0.49]), array([51.  , 65.  , 77.  ,  0.14]), array([1.75e+02, 1.76e+02, 1.77e+02, 7.00e-02]), array([2.4e+02, 2.4e+02, 2.4e+02, 9.0e-02])]",[27. 41. 52.],0.49,0.996
made,sofa,4a552d6a-d96c-4e7a-ac4a-6a30c63bff25,11.85,38.19,38.29,1.1,ceramic,gloss,"[array([8.8e+01, 5.2e+01, 2.4e+01, 3.0e-02]), array([146.  ,  99.  ,  61.  ,   0.27]), array([1.86e+02, 1.78e+02, 1.72e+02, 4.00e-02]), array([230.  , 230.  , 229.  ,   0.45]), array([2.45e+02, 2.45e+02, 2.44e+02, 2.00e-01])]",[230. 230. 229.],0.45,0.997
made,sofa,8b7e13fc-5af5-42af-88c6-9638069254f2,4.61,31.53,25.63,1.06,terracotta,gloss,"[array([66.  , 46.  , 13.  ,  0.29]), array([106.  , 103.  ,  93.  ,   0.17]), array([142.  , 101.  ,  25.  ,   0.19]), array([2.09e+02, 1.59e+02, 6.30e+01, 9.00e-02]), array([185.  , 183.  , 173.  ,   0.25])]",[66. 46. 13.],0.29,0.998
made,sofa,ef28e57e-276e-4eef-aa11-1f7aca95d87c,23.47,31.48,42.33,0.83,stone,gloss,"[array([22. , 22. , 20. ,  0.2]), array([87.  , 83.  , 87.  ,  0.15]), array([1.37e+02, 1.33e+02, 1.33e+02, 7.00e-02]), array([2.02e+02, 2.01e+02, 2.01e+02, 1.60e-01]), array([234.  , 234.  , 234.  ,   0.41])]",[234. 234. 234.],0.41,0.997
made,sofa,11464ed2-4e98-40f5-8fb0-7a3b63cd8d00,42.89,29.11,35.28,0.46,wood,matt,"[array([22.  , 25.  , 26.  ,  0.05]), array([71.  , 77.  , 77.  ,  0.38]), array([93.  , 98.  , 98.  ,  0.38]), array([1.93e+02, 1.94e+02, 1.94e+02, 6.00e-02]), array([2.46e+02, 2.46e+02, 2.46e+02, 1.40e-01])]",[71. 77. 77.],0.38,0.9940000000000001
made,sofa,14c7a942-f358-4558-ae26-a0b75170a11d,24.81,24.44,12.96,0.95,glass,gloss,"[array([27.  , 33.  , 50.  ,  0.24]), array([94.  , 90.  , 87.  ,  0.11]), array([1.52e+02, 1.41e+02, 1.29e+02, 1.10e-01]), array([198.  , 193.  , 190.  ,   0.28]), array([221.  , 219.  , 218.  ,   0.26])]",[198. 193. 190.],0.28,0.998
made,sofa,b242c93b-f5c5-4464-a3e8-8a5a5afa1763,12.26,25.21,9.39,0.31,terracotta,gloss,"[array([39.  , 54.  , 45.  ,  0.08]), array([ 96.  , 122.  , 112.  ,   0.16]), array([129.  , 155.  , 146.  ,   0.55]), array([1.70e+02, 1.79e+02, 1.76e+02, 1.20e-01]), array([2.37e+02, 2.38e+02, 2.38e+02, 9.00e-02])]",[129. 155. 146.],0.55,0.997
made,sofa,87f7f2ae-fd19-4924-a585-5b9447d4f71e,26.87,31.31,37.2,0.92,granite,gloss,"[array([12.  , 36.  , 22.  ,  0.56]), array([32.  , 55.  , 41.  ,  0.24]), array([81.  , 97.  , 85.  ,  0.14]), array([1.85e+02, 1.92e+02, 1.86e+02, 2.00e-02]), array([2.49e+02, 2.50e+02, 2.48e+02, 4.00e-02])]",[12. 36. 22.],0.56,0.99
made,sofa,d51c72b6-7d8b-4bc2-9cc1-2a8acc9d5dc4,5.3,39.57,28.32,1.52,porcelain,gloss,"[array([56.  , 51.  , 48.  ,  0.12]), array([90.  , 85.  , 81.  ,  0.12]), array([1.43e+02, 1.41e+02, 1.36e+02, 1.40e-01]), array([190.  , 189.  , 185.  ,   0.33]), array([223. , 223. , 221. ,   0.3])]",[190. 189. 185.],0.33,0.998
made,sofa,012129af-66b4-4913-b16d-ae7dd3c31448,19.99,36.93,37.27,1.0,porcelain,matt,"[array([2.4e+01, 2.5e+01, 2.9e+01, 2.0e-02]), array([ 96.  ,  97.  , 101.  ,   0.47]), array([131.  , 131.  , 134.  ,   0.21]), array([1.90e+02, 1.88e+02, 1.87e+02, 1.00e-01]), array([2.42e+02, 2.42e+02, 2.42e+02, 1.90e-01])]",[ 96.  97. 101.],0.47,0.997
made,sofa,97cf0257-4182-46a8-b86a-28c7ce0d430c,6.42,14.62,26.57,0.09,quartz,gloss,"[array([40.  , 37.  , 24.  ,  0.05]), array([143. , 136. ,  79. ,   0.5]), array([1.72e+02, 1.67e+02, 1.14e+02, 1.60e-01]), array([2.04e+02, 2.03e+02, 1.91e+02, 1.10e-01]), array([2.42e+02, 2.42e+02, 2.41e+02, 1.90e-01])]",[143. 136.  79.],0.5,0.9940000000000001
made,sofa,a165d556-cf15-409a-8663-2c59ddb5513b,35.72,10.45,62.15,0.7,limestone,gloss,"[array([40.  , 39.  , 41.  ,  0.05]), array([ 16.  , 100.  , 117.  ,   0.12]), array([105.  ,  95.  ,  93.  ,   0.33]), array([1.49e+02, 1.47e+02, 1.45e+02, 7.00e-02]), array([232.  , 232.  , 232.  ,   0.43])]",[232. 232. 232.],0.43,0.997
made,sofa,3c6a6b59-95f9-4c3c-b9c4-9d0d355fac43,10.63,3.61,24.69,1.19,marble,matt,"[array([3.4e+01, 6.7e+01, 6.8e+01, 6.0e-02]), array([ 79.  , 119.  , 120.  ,   0.29]), array([ 99.  , 138.  , 139.  ,   0.28]), array([1.84e+02, 1.85e+02, 1.85e+02, 1.10e-01]), array([246.  , 246.  , 246.  ,   0.26])]",[ 79. 119. 120.],0.29,0.997
made,sofa,7f051878-2dc0-429f-aeab-5e29edff07af,14.65,27.33,18.52,0.85,glass,matt,"[array([26.  , 30.  , 33.  ,  0.16]), array([51.  , 56.  , 59.  ,  0.36]), array([70.  , 75.  , 77.  ,  0.31]), array([1.64e+02, 1.64e+02, 1.64e+02, 4.00e-02]), array([2.32e+02, 2.32e+02, 2.32e+02, 1.30e-01])]",[51. 56. 59.],0.36,0.998
made,sofa,e0fd9170-d175-4210-ba9d-c29af6744d5e,18.57,4.12,20.09,0.5,porcelain,matt,"[array([4.7e+01, 4.7e+01, 4.6e+01, 3.0e-02]), array([118. , 118. , 117. ,   0.3]), array([149.  , 149.  , 147.  ,   0.41]), array([1.92e+02, 1.92e+02, 1.91e+02, 9.00e-02]), array([2.46e+02, 2.46e+02, 2.46e+02, 1.60e-01])]",[149. 149. 147.],0.41,0.996
made,sofa,f0226dd7-555f-4f78-a11c-9a58b218beee,20.71,29.37,35.14,0.45,wood,matt,"[array([18.  , 25.  , 42.  ,  0.23]), array([58.  , 72.  , 80.  ,  0.08]), array([112.  , 115.  , 116.  ,   0.15]), array([157.  , 157.  , 157.  ,   0.21]), array([188.  , 188.  , 188.  ,   0.33])]",[188. 188. 188.],0.33,0.998
made,sofa,fc724345-0f0c-4a26-a438-6a8616055931,23.79,10.94,28.11,0.27,ceramic,gloss,"[array([42.  , 42.  , 42.  ,  0.16]), array([60.  , 60.  , 60.  ,  0.49]), array([78.  , 78.  , 78.  ,  0.16]), array([1.70e+02, 1.70e+02, 1.69e+02, 2.00e-02]), array([2.46e+02, 2.46e+02, 2.46e+02, 1.80e-01])]",[60. 60. 60.],0.49,0.9940000000000001
